"id" "name" "gender"
2285 "Ingunn Rogstad" 2
2286 "Ingunn Saltbones Leine" 2
2287 "Ingvald Rune Wangenstein Baugstø" 1
2288 "Ingvar Magnar Sviggum" 1
2289 "Ingvar Straume" 1
2290 "Ingvil Marie Smines" 2
2291 "Ingvild Anita Resaland" 2
2292 "Ingvild Hovland" 2
2293 "Ingvild Huseby" 2
2294 "Ingvild Johansen" 2
2295 "Ingvild Ragna Myhre" 2
2296 "Ingvild Synnøve Andersen" 2
2297 "Ingvild Vartdal" 2
2298 "Irene Grastveit" 2
2299 "Irene Lindhjem Grytnes" 2
2300 "Irene Vold" 2
2301 "Irene Waage Basili" 2
2302 "Irma Ruth Tystad" 2
2303 "Isabelle Lodding Gresvig" 2
2304 "Ivan Borner" 1
2305 "Ivan Eduardo Orlic Ticeran" 1
2306 "Ivan Franjo Orlic" 1
2307 "Ivar Aarseth" 1
2308 "Ivar Birger Ramberg" 1
2309 "Ivar Brandvold" 1
2310 "Ivar Formo" 1
2311 "Ivar Fredrik Pettersen" 1
2312 "Ivar Hauler Halvorsen" 1
2313 "Ivar Johannes Koteng" 1
2314 "Ivar John Saunes" 1
2315 "Ivar Karl Jørgensen" 1
2316 "Ivar Kjell Eriksen" 1
2317 "Ivar Kleiven" 1
2318 "Ivar Moss" 1
2319 "Ivar Olsen" 1
2320 "Ivar Qvist" 1
2321 "Ivar Sigmund Williksen" 1
2322 "Ivar Sigurd Eide" 1
2323 "Ivar Skoglunn" 1
2324 "Ivar Søvold" 1
2325 "Iver Melby" 1
2326 "Iver Tønnessen Mathiesen" 1
2327 "Jack Reidar Holmlund" 1
2328 "Jack Roald Høifødt" 1
2329 "Jack Selven" 1
2330 "Jacob Andreas Engelbreth Svendsen" 1
2331 "Jacob Andreas Møller" 1
2332 "Jacob Sømme Middelthon" 1
2333 "Jacques Paul Pierre Racloz" 1
2334 "Jakob Bleie" 1
2335 "Jakob Erling Rugset" 1
2336 "Jakob Rugland" 1
2337 "Jakob Stausholm" 1
2338 "James Edward Haynes" 1
2339 "James Eugene Newsome" 1
2340 "James Frithjof Skouverøe" 1
2341 "James Harry Miller" 1
2342 "James Joseph Mullins" 1
2343 "James Stove Lorentzen" 1
2344 "James William Hazeldean" 1
2345 "Jan-Aage Strand" 1
2346 "Jan-Åge Johannessen" 1
2347 "Jan-Åke Kristian Kark" 1
2348 "Jan-Emil Johannessen" 1
2349 "Jan-Erik Lennart Fiske" 1
2350 "Jan-Erik Slørstad" 1
2351 "Jan-Erik Standahl" 1
2352 "Jan-Fredrik Wilhelmsen" 1
2353 "Jan-Otto Bakkland" 1
2354 "Jan-Petter Enbusk" 1
2355 "Jan-Robert Røli-Gjervik" 1
2356 "Jan Aksel Coll" 1
2357 "Jan Anders Oksum" 1
2358 "Jan Anders Vestrum" 1
2359 "Jan Arild Hoem" 1
2360 "Jan Arne Ludvigsen" 1
2361 "Jan Audun Reinås" 1
2362 "Jan Bendt Eskil Starrsjø" 1
2363 "Jan Beyer" 1
2364 "Jan Bjørn Kjærvik" 1
2365 "Jan Borø" 1
2366 "Jan Brevig Remmereit" 1
2367 "Jan Brevik Bjerke" 1
2368 "Jan Byberg Torstensen" 1
2369 "Jan Christian Gruner Sundt" 1
2370 "Jan Christian Waldrop Opsahl" 1
2371 "Jan Clarence Tylestedt" 1
2372 "Jan Dankert Skagen" 1
2373 "Jan Egil Andresen" 1
2374 "Jan Egil Moe" 1
2375 "Jan Egil Sletteng" 1
2376 "Jan Eiler Bjørnstad" 1
2377 "Jan Einar Greve" 1
2378 "Jan Einar Sandnes" 1
2379 "Jan Erik Andersen" 1
2380 "Jan Erik Clausen" 1
2381 "Jan Erik Engebretsen" 1
2382 "Jan Erik Grøndahl" 1
2383 "Jan Erik Hagen" 1
2384 "Jan Erik Johansen" 1
2385 "Jan Erik Korssjøen" 1
2386 "Jan Erik Larsen" 1
2387 "Jan Erik Mikkelborg" 1
2388 "Jan Erik Sangro" 1
2389 "Jan Erik Saugestad" 1
2390 "Jan Erik Schulien" 1
2391 "Jan Erik Skaug" 1
2392 "Jan Erik Slattum" 1
2393 "Jan Erik Tveteraas" 1
2394 "Jan Erling Arveschoug" 1
2395 "Jan Frederik Dyvi" 1
2396 "Jan Gerhard Thoresen" 1
2397 "Jan Gøsta Carlzon" 1
2398 "Jan Gunnar Hartvig" 1
2399 "Jan Gunnar Opsal" 1
2400 "Jan Gustaf Stenberg" 1
2401 "Jan Håkan Martin Dahlström" 1
2402 "Jan Håkon Pettersen" 1
2403 "Jan Haudemann-Andersen" 1
2404 "Jan Helge Dahl" 1
2405 "Jan Helge Førde" 1
2406 "Jan Helge Hassel" 1
2407 "Jan Helge Øvrehus" 1
2408 "Jan Henning Næss" 1
2409 "Jan Henning Windegaard" 1
2410 "Jan Henrik Arvesen" 1
2411 "Jan Henrik Gaarder" 1
2412 "Jan Henrik Knudsen" 1
2413 "Jan Henrik Nilsson" 1
2414 "Jan Henrik Paulsson" 1
2415 "Jan Hillesland" 1
2416 "Jan Holm" 1
2417 "Jan Hopland" 1
2418 "Jan Husby" 1
2419 "Jan Hvashovd" 1
2420 "Jan Inge Nore" 1
2421 "Jan Ivar Stølan" 1
2422 "Jan Joachim Meidell Bjerke" 1
2423 "Jan Kaare Hellevang" 1
2424 "Jan Kåre Aurdal" 1
2425 "Jan Ketil Tung Tosbakken" 1
2426 "Jan Kristian Omsland" 1
2427 "Jan Larsen" 1
2428 "Jan Leif Kristiansen" 1
2429 "Jan Lenborg" 1
2430 "Jan Lindstad" 1
2431 "Jan Løkling" 1
2432 "Jan Ludolph Andersen" 1
2433 "Jan Ludvig Eskedal" 1
2434 "Jan Magnar Drange" 1
2435 "Jan Magne Borgen" 1
2436 "Jan Magne Galåen" 1
2437 "Jan Magne Kvalbein" 1
2438 "Jan Marius Melandsø" 1
2439 "Jan Markus Kim Backlund" 1
2440 "Jan Martin Kristiansen" 1
2441 "Jan Molven Moberg" 1
2442 "Jan Morits Skaugen" 1
2443 "Jan Nilsen" 1
2444 "Jan Nylund" 1
2445 "Jan Oddvar Minde" 1
2446 "Jan Ohldieck" 1
2447 "Jan Øistein Nielsen" 1
2448 "Jan Olaf Willums" 1
2449 "Jan Olav Steensland" 1
2450 "Jan Ole Stangeland" 1
2451 "Jan Olof Magnusson" 1
2452 "Jan Oscar Frøshaug" 1
2453 "Jan Otto Kalnberzs Brante" 1
2454 "Jan Ove Frisendal" 1
2455 "Jan Ove Hovdenak" 1
2456 "Jan Pedersen" 1
2457 "Jan Peter Sunde" 1
2458 "Jan Peter Valheim" 1
2459 "Jan Petter Collier" 1
2460 "Jan Petter Storetvedt" 1
2461 "Jan Petter Wilhelm Courvoisier Sissener" 1
2462 "Jan Pihl Grimnes" 1
2463 "Jan Raa" 1
2464 "Jan Reinhardt Kopstad" 1
2465 "Jan Reinhardt Næss" 1
2466 "Jan Richard Håseth Bjørkmann" 1
2467 "Jan Roald Nysæther" 1
2468 "Jan Robert Danielsen" 1
2469 "Jan Robert Hansen" 1
2470 "Jan Roger Bjerkestrand" 1
2471 "Jan Rune Steinsland" 1
2472 "Jan Sigurd Otterlei" 1
2473 "Jan Sigurd Wøien" 1
2474 "Jan Sigve Helgeland" 1
2475 "Jan Skaar" 1
2476 "Jan Skøien" 1
2477 "Jan Sturle Fjellman" 1
2478 "Jan Svein Krokeide" 1
2479 "Jan Sverre Hellstrøm" 1
2480 "Jan Tellef Thorleifsson" 1
2481 "Jan Terje Bjelland" 1
2482 "Jan Thorstein Jørgensen" 1
2483 "Jan Tore Hamnes" 1
2484 "Jan Tore Jørgensen" 1
2485 "Jan Tore Kopperud" 1
2486 "Jan Torleif Ericson" 1
2487 "Jan Tveita" 1
2488 "Jan Våbenø Larsen" 1
2489 "Jan Vatsvåg" 1
2490 "Jan Verner Stenvold" 1
2491 "Jan Vidar Grini" 1
2492 "Jan Wilhelm Gorgas" 1
2493 "Jane Coenen" 2
2494 "Jane Hennie Sandvik Rasmussen" 2
2495 "Jane Maria Birgitta Stymne Gøransson" 2
2496 "Janicke Buck" 2
2497 "Janicke Førde" 2
2498 "Janicke Westlie Driveklepp" 2
2499 "Janike Knutsen" 2
2500 "Jann Håvar Martinsen" 1
2501 "Jann Karstein Lindberg" 1
2502 "Janne-Rita Korsfur" 2
2503 "Janne Carin Sundby" 2
2504 "Janne Garvik" 2
2505 "Janne Grethe Strand Aasnæs" 2
2506 "Janniche Engum" 2
2507 "Janniche Kvarven" 2
2508 "Jannicke Klemsdahl Orsteen Stuge" 2
2509 "Jannik Lindbæk" 2
2510 "Jarl Kjeldstadli" 1
2511 "Jarle Bergo" 1
2512 "Jarle Brandt" 1
2513 "Jarle Dyrdal" 1
2514 "Jarle Erik Sandvik" 1
2515 "Jarle Graff" 1
2516 "Jarle Halvorsen" 1
2517 "Jarle Hammer" 1
2518 "Jarle Helland" 1
2519 "Jarle Jøsok" 1
2520 "Jarle Ketil Rasmussen" 1
2521 "Jarle Kjell Roth" 1
2522 "Jarle Maaren" 1
2523 "Jarle Øyvind Gundersen" 1
2524 "Jason Mark Donahue" 1
2525 "Jay Marshall Ellison" 1
2526 "Jean-Claude Marchand" 1
2527 "Jean Einar Bollie" 1
2528 "Jean P Størk Flament" 1
2529 "Jeanette Behrens" 2
2530 "Jeanette Christina Edsjö" 2
2531 "Jeanne Stampe" 2
2532 "Jebanathan Sithamparanathan" 1
2533 "Jeffrey Alan Harris" 1
2534 "Jennifer Andrea Mcnee" 2
2535 "Jenny Paaske Sevaldson" 2
2536 "Jens-Magnus Hauger" 1
2537 "Jens-Uwe Kraeber" 1
2538 "Jens Bjørner Owren Ugland" 1
2539 "Jens Christian Huus Hernes" 1
2540 "Jens Dag Ulltveit-Moe" 1
2541 "Jens Ensted Danielsen" 1
2542 "Jens Eric Jepsen Christensen" 1
2543 "Jens Gerhard Heiberg" 1
2544 "Jens Hetland" 1
2545 "Jens Jesper Ovesen" 1
2546 "Jens Kristian Birkely" 1
2547 "Jens Kristian Ellingsen" 1
2548 "Jens Kristian Longum Gulbransen" 1
2549 "Jens Kristian Thommesen" 1
2550 "Jens Leiding" 1
2551 "Jens Liisberg" 1
2552 "Jens Moe" 1
2553 "Jens Olof Henriksson" 1
2554 "Jens Otto Tage Müffelmann" 1
2555 "Jens Paludan Heyerdahl" 1
2556 "Jens Petter Ekornes" 1
2557 "Jens Petter Falck" 1
2558 "Jeremiah Jesaja Janse Van Vuuren" 1
2559 "Jerome Marie Contamine" 2
2560 "Jesper Frid Jeppesen" 1
2561 "Jesper Helmuth Larsen" 1
2562 "Jetfred Sellevåg" 1
2563 "Jetmund Hanssen" 1
2564 "Jette Wigand Knudsen" 2
2565 "Jiang Wen" 1
2566 "Jiangang Xu" 1
2567 "Jie Bockelie" 2
2568 "Jill Annette Aasen" 2
2569 "Jim Egil Hansen" 1
2570 "Jim Krister Denrell" 1
2571 "Jim Roger Nordly" 1
2572 "Jim Schødts" 1
2573 "Jinghui Mou" 2
2574 "Jo Ann Benell" 1
2575 "Jo Arne Lervik" 1
2576 "Jo Arnstad" 1
2577 "Jo Børre Eikås" 1
2578 "Jo Erik Johnsrud Klaveness" 1
2579 "Jo Helge Dimmen" 1
2580 "Jo Olav Lunder" 1
2581 "Joakim Ole-Jakob Østensen" 1
2582 "Joan Kristin Frost Urstad" 2
2583 "Joan Margaret Kristensen" 2
2584 "Joar Terjesen" 1
2585 "Jochen Markus Felbel" 1
2586 "Joe T Ford" 1
2587 "Joey Shaista Horn" 1
2588 "Jogeir Romestrand" 1
2589 "Jogvan Ziska Djurhuus" 1
2590 "Johan Behrentz" 1
2591 "Johan Ditlef De Vibe" 1
2592 "Johan Enger Nygaard" 1
2593 "Johan Frederik Mowinckel" 1
2594 "Johan Fredrik Friis" 1
2595 "Johan Fredrik Odfjell" 1
2596 "Johan Fredrik Thorne" 1
2597 "Johan Herman Wildenvey Michelet" 1
2598 "Johan Johannson" 1
2599 "Johan Kleven" 1
2600 "Johan Nicolai Vold" 1
2601 "Johan Olof Cervin" 1
2602 "Johan Reinsli" 1
2603 "Johan Roar Hauge-Nilsen" 1
2604 "Johan Roger Axel Karlsson" 1
2605 "Johan Rokstad" 1
2606 "Johan Solbu Braaten" 1
2607 "Johan Svensson" 1
2608 "Johanna Reidun Sølvberg" 2
2609 "Johannes Buhagen" 1
2610 "Johannes Hatlø" 1
2611 "Johannes Jamne" 1
2612 "Johannes Ove Svenningsen" 1
2613 "Johannes Rauboti" 1
2614 "Johannes Sandvik" 1
2615 "Johannes Sjøflot" 1
2616 "Johannes Solstad" 1
2617 "Johannes Sønstebø" 1
2618 "Johannes Wilhelmus Albers" 1
2619 "John-Erik Lauring Pedersen" 1
2620 "John-Inge Løvdal" 1
2621 "John-Kjetil Hass" 1
2622 "John-Steinar Kvitvang" 1
2623 "John Afseth" 1
2624 "John Alexander Rein" 1
2625 "John Anders Ouren" 1
2626 "John Andrew Heap" 1
2627 "John Andrew Sydness" 1
2628 "John Anthony Hogan" 1
2629 "John Anthony Howell" 1
2630 "John Arild Ertvaag" 1
2631 "John Arthur Olafsen" 1
2632 "John Bjørn Brattebø" 1
2633 "John Cameron Wallace" 1
2634 "John Christian George Hambro" 1
2635 "John Christopher Burch" 1
2636 "John Edward Berriman" 1
2637 "John Einar Høsteland" 1
2638 "John Einar Kilnes" 1
2639 "John Erik Olstad" 1
2640 "John Erik Setsaas" 1
2641 "John Fenger" 1
2642 "John Gary Shansby" 1
2643 "John Giverholt" 1
2644 "John Gordon Bernander" 1
2645 "John Gunnar Eggen" 1
2646 "John Gunnar Strøm" 1
2647 "John Harry Skoglund" 1
2648 "John Hatleskog" 1
2649 "John Inge Brungot" 1
2650 "John Ingvar Brekke" 1
2651 "John Magne Fosen" 1
2652 "John Magne Lunde" 1
2653 "John Markus Lervik" 1
2654 "John Martin Rose" 1
2655 "John Moholt" 1
2656 "John Nigel Reynolds" 1
2657 "John Ole Skeide" 1
2658 "John Olof Niclas Ljungblom" 1
2659 "John Olof Solberg" 1
2660 "John Ove Aspnes" 1
2661 "John Ove Ottestad" 1
2662 "John Øyvind Friberg" 1
2663 "John Paul Caseley" 1
2664 "John Rae Pickard" 1
2665 "John Reidar Rørnes" 1
2666 "John Roald Nygaard" 1
2667 "John Robert Milligan" 1
2668 "John Rowland Wilson" 1
2669 "John Russel Patrick" 1
2670 "John Smith" 1
2671 "John Staunsbjerg Dueholm" 1
2672 "John Thomas Aalstad" 1
2673 "John Thoresen" 1
2674 "John Vemmestad" 1
2675 "John William Gardner" 1
2676 "Johnny Ballestad" 1
2677 "Johnny Christiansen" 1
2678 "Johnny Kjønås" 1
2679 "Johnny Nielsen" 1
2680 "Johnny Torvund" 1
2681 "Johny Husveg" 1
2682 "Jomar Eldøy" 1
2683 "Jon-Aksel Torgersen" 1
2684 "Jon-Ole Ruud" 1
2685 "Jon Alexander Kristiansen" 1
2686 "Jon Andreas Elde" 1
2687 "Jon Arnt Jacobsen" 1
2688 "Jon Asbjørn Bø" 1
2689 "Jon Asbjørn Solheim" 1
2690 "Jon Atle Midtbø" 1
2691 "Jon Christian Syvertsen" 1
2692 "Jon Didrik Jonsson" 1
2693 "Jon Edward Riekeles" 1
2694 "Jon Eigil Ørn" 1
2695 "Jon Einar Kristensen" 1
2696 "Jon Erik Bjørstad" 1
2697 "Jon Erik Brøndmo" 1
2698 "Jon Erik Lyng" 1
2699 "Jon Erik Reinhardsen" 1
2700 "Jon Erling Børresen" 1
2701 "Jon Erling Skjørshammer" 1
2702 "Jon Fredrik Baksaas" 1
2703 "Jon Frode Vaksvik" 1
2704 "Jon Georg Husby" 1
2705 "Jon Gotfred Schultz" 1
2706 "Jon Gregers Bjørtuft" 1
2707 "Jon Grude Gjedebo" 1
2708 "Jon Gunnar Pedersen" 1
2709 "Jon Harald Nordbrekken" 1
2710 "Jon Helge Hoem" 1
2711 "Jon Helge Nistad" 1
2712 "Jon Henrik Bruvoll" 1
2713 "Jon Hindar" 1
2714 "Jon Ledaal" 1
2715 "Jon Lereim" 1
2716 "Jon Maarten Langfeldt" 1
2717 "Jon Magnar Sigmund Sletthaug" 1
2718 "Jon Mathias Hippe" 1
2719 "Jon Melle" 1
2720 "Jon Ola Frankplads" 1
2721 "Jon Reidar Gundersen" 1
2722 "Jon Rømer Sandberg" 1
2723 "Jon Sigurd Svenningsen" 1
2724 "Jon Steen Petersen" 1
2725 "Jon Stephenson Von Tetzchner" 1
2726 "Jon Terje Øverland" 1
2727 "Jon V Tetzchner Stephenson" 1
2728 "Jon Wiggen" 1
2729 "Jonas Einarsson" 1
2730 "Jonas Kartum" 1
2731 "Jonas Lennart Persson" 1
2732 "Jonas Per Jonhede" 1
2733 "Jonathan Harry Lourie" 1
2734 "Jonathan Robert Aisbitt" 1
2735 "Jone Edland" 1
2736 "Jone Idsøe" 1
2737 "Jone Skaara" 1
2738 "Jonny Andersen" 1
2739 "Jonny Hanssen" 1
2740 "Jonny Helge Nordal" 1
2741 "Jonny Hemb-Selvåg" 1
2742 "Jonny Selvåg" 1
2743 "Jonny Stenberg" 1
2744 "Jørg Peter Aronsen Andersland" 1
2745 "Jørgen Aaby" 1
2746 "Jørgen Bredesen" 1
2747 "Jørgen Gregardsøn Heje" 1
2748 "Jørgen Gustaf Valdemar Latte" 1
2749 "Jørgen Herman Vogt" 1
2750 "Jørgen Kildahl" 1
2751 "Jørgen Kristian Andersen" 1
2752 "Jørgen Lindegaard" 1
2753 "Jørgen Lund" 1
2754 "Jørgen Myrland" 1
2755 "Jørgen Nyhus" 1
2756 "Jørgen Ole Haslestad" 1
2757 "Jorgen Per-Erik Johansson" 1
2758 "Jørgen Pleym Ulvness" 1
2759 "Jørgen Pran" 1
2760 "Jørgen Randers" 1
2761 "Jørgen Skotnes" 1
2762 "Jørgen Stang Heffermehl" 1
2763 "Jørgen Strand Sivertsen" 1
2764 "Jørgen Tømmerås" 1
2765 "Jørgen von Tangen" 1
2766 "Jørgen Von Tangen" 1
2767 "Jørgen Winness Aspenes" 1
2768 "Jørn Åsgeir Døving" 1
2769 "Jørn Bjarne Lilleby" 1
2770 "Jørn Eldby" 1
2771 "Jørn Engberg" 1
2772 "Jørn Erik Pedersen" 1
2773 "Jørn Georg Johansen" 1
2774 "Jørn Helgestad Eriksen" 1
2775 "Jørn Henry Hammer" 1
2776 "Jørn Holger Fagerland" 1
2777 "Jørn Inge Løvik" 1
2778 "Jørn Irving Goldstein" 1
2779 "Jørn Mikal Bergeland" 1
2780 "Jørn Mobæk" 1
2781 "Jørn Normann Lurud" 1
2782 "Jørn Omholt Kvilhaug" 1
2783 "Jørn Ottar Opdahl" 1
2784 "Jørn Standal" 1
2785 "Jørn Terje Viken" 1
2786 "Jørn Trygve Røkaas" 1
2787 "Jorun Vintervold" 2
2788 "Jorunn Birkeland" 2
2789 "Jorunn Haugen" 2
2790 "Jorunn Karin Løvås" 2
2791 "Jorunn Kjellaug Skagen Challman" 2
2792 "Jorunn Lødemel" 2
2793 "Jorunn Petrine Frøyen" 2
2794 "Jorunn Ygre Storjohann" 2
2795 "Joseph Alan Rosen" 1
2796 "Joseph Anderson" 1
2797 "Joseph Gary Mandel" 1
2798 "Jostein Arild Edvardsen" 1
2799 "Jostein Christian Dalland" 1
2800 "Jostein Devold" 1
2801 "Jostein Eikeland" 1
2802 "Jostein Gunnleiv Egeland" 1
2803 "Jostein Hiller" 1
2804 "Jostein Landa" 1
2805 "Jostein Refsnes" 1
2806 "Jostein Refvik" 1
2807 "Jostein Sørvoll" 1
2808 "Jostein Vidar Solheim" 1
2809 "Jostein Vik" 1
2810 "Jostein Viken" 1
2811 "Joyce Eileen Swanson Falkenberg" 2
2812 "Judith Ann Hemberger" 2
2813 "Judith Catarina Einarsdotter Fagerholm" 2
2814 "Judith Lee Bollinger" 2
2815 "Juha-Pekka Tolvanen" 1
2816 "Juha  Matti Sakari Kekkonen" 1
2817 "Jukka Ville Jokinen" 1
2818 "Julian Deutz" 1
2819 "Julian Ryszard Selwa" 1
2820 "Julie Johnson Robertson" 2
2821 "June Helene Larsen" 2
2822 "Jürgen Kurt Harnisch" 1
2823 "Kaare Frydenberg" 1
2824 "Kaare Ingar Sletta" 1
2825 "Kaare Magnus Risung" 1
2826 "Kaare Moursund Gisvold" 1
2827 "Kai Åge Engedal" 1
2828 "Kai Bogen" 1
2829 "Kai Ivan Guldberg" 1
2830 "Kai Johansen" 1
2831 "Kai Korsen" 1
2832 "Kai Morten Lilleng" 1
2833 "Kai Nyland" 1
2834 "Kai Ole Romay Togstad" 1
2835 "Kai Thøgersen" 1
2836 "Kai Tonning Nygaard" 1
2837 "Kai Tore Myklebust" 1
2838 "Kai Vidar Anthonisen" 1
2839 "Kalle Strandberg" 1
2840 "Kapil Dhingra" 1
2841 "Kåre Bruland" 1
2842 "Kåre Flø" 1
2843 "Kåre Gunnar Fjørstad" 1
2844 "Kåre Henning Aurvåg Gardshol" 1
2845 "Kåre Leira" 1
2846 "Kåre Netland" 1
2847 "Kåre Rommetveit" 1
2848 "Kåre Sande" 1
2849 "Kåre Storenes" 1
2850 "Kåre Svendsen" 1
2851 "Kåre Syvertsen" 1
2852 "Kåre Wessel" 1
2853 "Karen Bergliot Michelet" 2
2854 "Karen Bibow" 2
2855 "Karen Helene Ulltveit-Moe" 2
2856 "Karen Marie Ulshagen" 2
2857 "Karen Slatford" 2
2858 "Karen Sund" 2
2859 "Karen Torine Mørkestøl" 2
2860 "Kari-Anne Haug" 2
2861 "Kari Anne Døli" 2
2862 "Kari Bentzen" 2
2863 "Kari Berte Daasvatn Bye" 2
2864 "Kari Blegen" 2
2865 "Kari Broberg" 2
2866 "Kari Eian Krogstad" 2
2867 "Kari Elisabeth Breirem" 2
2868 "Kari Elisabeth Olrud Moen" 2
2869 "Kari Elise Dahle" 2
2870 "Kari Fredriksen" 2
2871 "Kari Gjeseth Sumstad" 2
2872 "Kari Gjesteby" 2
2873 "Kari Helene Mordt Fjær" 2
2874 "Kari Henriksen" 2
2875 "Kari Lilia Bidar" 2
2876 "Kari Liltved" 2
2877 "Kari Lokna" 2
2878 "Kari Magnussen" 2
2879 "Kari Marie Aftret Ready" 2
2880 "Kari Marie Lotsberg" 2
2881 "Kari Mette Ski" 2
2882 "Kari Mette Tjølsen Pah" 2
2883 "Kari Moe" 2
2884 "Kari Øverby" 2
2885 "Kari Riddervold" 2
2886 "Kari Rolstad" 2
2887 "Kari Rønnaug Møgster Våge" 2
2888 "Kari Schultz Geier" 2
2889 "Kari Solheim Larsen" 2
2890 "Kari Stautland" 2
2891 "Kari Stenersen" 2
2892 "Karianne Buck" 2
2893 "Karianne Guttormsen Olsen" 2
2894 "Karianne Weyergang Marcussen" 2
2895 "Karin Annika Spegel Harving" 2
2896 "Karin Bakke" 2
2897 "Karin Bing Orgland" 2
2898 "Karin Cecilie Kullmann Five" 2
2899 "Karin Inga Margareta Josefsson" 2
2900 "Karin Joys Vabø" 2
2901 "Karin Judith Meyer" 2
2902 "Karin Lovisa Grip" 2
2903 "Karin Magdalena Kvarnemar Gjefle" 2
2904 "Karin Sigrid Thorburn" 2
2905 "Karin Synnøve Løkke" 2
2906 "Karin Ylva Karlgren" 2
2907 "Karita Bekkemellem" 2
2908 "Karl-Erik Staubo" 1
2909 "Karl-Magnus Tobiassen" 1
2910 "Karl Anders Grønland" 1
2911 "Karl Anders Hasler Følstad" 1
2912 "Karl Anders Øygard" 1
2913 "Karl Axel Stefan Elving" 1
2914 "Karl Christian Agerup" 1
2915 "Karl Edvard Juul" 1
2916 "Karl Erik Kjelstad" 1
2917 "Karl Fredrik Sandvik" 1
2918 "Karl Glad" 1
2919 "Karl Gunnar Opdal" 1
2920 "Karl Heine Ulvebne" 1
2921 "Karl Heinz Achinger" 1
2922 "Karl Henrik Hallin" 1
2923 "Karl Johan Bakken" 1
2924 "Karl Johan Jakola" 1
2925 "Karl Johan Reitan" 1
2926 "Karl Johann Torgnes" 1
2927 "Karl Marcus Lindstedt" 1
2928 "Karl Martin Gjertsen" 1
2929 "Karl Martin Stang" 1
2930 "Karl Mats Gustavsen" 1
2931 "Karl Moursund" 1
2932 "Karl Otto Eidem" 1
2933 "Karl Peter Thelin" 1
2934 "Karl Petter Borthen" 1
2935 "Karl Ramstad" 1
2936 "Karl Robert Karlsson" 1
2937 "Karl Runar Lillandt" 1
2938 "Karl Tore Mæland" 1
2939 "Karla Elisa Smith" 2
2940 "Karoline Aaberg Mortensen" 2
2941 "Karoline Nystrøm" 2
2942 "Karstein Bremnes" 1
2943 "Karstein Gjersvik" 1
2944 "Karstein Harald Rystad" 1
2945 "Karstein Sie" 1
2946 "Karstein Sund" 1
2947 "Karsten Aleksander Kongshavn" 1
2948 "Karsten Flemming Hansen" 1
2949 "Karsten Klaus Rüdiger Heuchert" 1
2950 "Kaspar Johan Overå" 1
2951 "Kasper Andreas Amadeuz Ljungkvist" 1
2952 "Katarina Elisabeth Segerborg" 2
2953 "Katarina Espolin Johnson" 2
2954 "Kate Edvardsen Grenby" 2
2955 "Katha Birgitte Thommesen-Kähler" 2
2956 "Katharina Eriksen" 2
2957 "Katharina Ringen Asting" 2
2958 "Katherine Hatlen Støvring" 2
2959 "Kathleen Ruth Arthur" 2
2960 "Kathrine Dursett Sjølund" 2
2961 "Kathrine Mo" 2
2962 "Kathryn Baker Pettersen" 2
2963 "Kathryn Moore Baker" 2
2964 "Katja Maria Hydle" 2
2965 "Katrine Riddervold Mourud" 2
2966 "Katrine Samuelsen" 2
2967 "Katrine Trovik" 2
2968 "Keith Graham Mccullagh" 1
2969 "Keith Nicholas Henry" 1
2970 "Ken-Vidar Ananiassen" 1
2971 "Kenneth Bukten" 1
2972 "Kenneth Fosse" 1
2973 "Kenneth Hansen Gavoll" 1
2974 "Kenneth Idland" 1
2975 "Kenneth Malcolm Bailey" 1
2976 "Kenneth Peter Herry Hertz" 1
2977 "Kenneth Solvik" 1
2978 "Kenneth Utsikt" 1
2979 "Kenneth Vestby" 1
2980 "Kent Alan Gossett" 1
2981 "Kent Inge Eliassen" 1
2982 "Kent Mikael Rosseland" 1
2983 "Kerstin Birgitta Johansson Hedberg" 2
2984 "Kerstin Louise Folvik" 2
2985 "Kerstin Monika Stenberg" 2
2986 "Ketil Arnesen" 1
2987 "Ketil Harald Danielsen" 1
2988 "Ketil Høigaard" 1
2989 "Ketil Johnsen" 1
2990 "Ketil Jørgen Arvesen" 1
2991 "Ketil Lenning" 1
2992 "Ketil Løfblad" 1
2993 "Ketil Olset" 1
2994 "Ketil Sandhaug" 1
2995 "Ketil Watz" 1
2996 "Kevin Brendan Devlin" 1
2997 "Kevin John Burrell" 1
2998 "Kim Dobrowen" 1
2999 "Kim Jelle" 1
3000 "Kim Jensen" 1
3001 "Kim Romero Sanchez" 1
3002 "Kim Wahl" 1
3003 "Kine Beyer Bruvik" 2
3004 "Kirill Dragun" 1
3005 "Kirsten English" 2
3006 "Kirsten Idebøen" 2
3007 "Kirsti Charlotte Østby" 2
3008 "Kirsti Haugland" 2
3009 "Kirsti Johnsen" 2
3010 "Kirsti Kierulf" 2
3011 "Kirsti Kleivdal" 2
3012 "Kirsti Valborgland" 2
3013 "Kirsti Valborgland Fløystøl" 2
3014 "Kirstin Lillevåg Mobakken" 2
3015 "Kirstin Merete Morfjord Kvandal" 2
3016 "Kjartan Christensen" 1
3017 "Kjeld Bredo Holmsen" 1
3018 "Kjeld Per Rimberg" 1
3019 "Kjeld Thomas Bugge" 1
3020 "Kjell-Erik Tenold" 1
3021 "Kjell Aamot" 1
3022 "Kjell Arild Thu" 1
3023 "Kjell Arne Corneliussen" 1
3024 "Kjell Arne Ingebrigtsen" 1
3025 "Kjell Arne Kristiansen" 1
3026 "Kjell Arne Skålevik" 1
