"id" "name" "gender"
781 "Bjørn Maaseide" 1
782 "Bjørn Mæhlum" 1
783 "Bjørn Margido Wiggen" 1
784 "Bjørn Martin Gottschlich" 1
785 "Bjørn Mikael Broberg" 1
786 "Bjørn Morten Mehammer" 1
787 "Bjørn Myrseth" 1
788 "Bjørn Norvald Larsen" 1
789 "Bjørn Olaf Bratz" 1
790 "Bjørn Olaf Davidsen" 1
791 "Bjørn Olaf Halvorsen" 1
792 "Bjørn Olaf Holter" 1
793 "Bjørn Olafsson" 1
794 "Bjørn Olav Ragnar Øiulfstad" 1
795 "Bjørn Ottar Wille" 1
796 "Bjørn Pedersen" 1
797 "Bjørn Petter Paulsen" 1
798 "Bjørn Pettersen" 1
799 "Bjørn Poul Ringvold" 1
800 "Bjørn Roger Jensen" 1
801 "Bjørn Rune Henriksen" 1
802 "Bjørn Scholz Iversen" 1
803 "Bjørn Sigvard Ask" 1
804 "Bjørn Simonsen" 1
805 "Bjørn Skaug" 1
806 "Bjørn Sletvold" 1
807 "Bjørn Solberg Antonsen" 1
808 "Bjørn Stray" 1
809 "Bjørn Strømme" 1
810 "Bjørn Sund" 1
811 "Bjørn Sverre Havsgård" 1
812 "Bjørn Tore Godal" 1
813 "Bjørn Trondsen" 1
814 "Bjørn Vidar Formo" 1
815 "Bjørn Walle" 1
816 "Bjørnar Hermann Larsen" 1
817 "Bo Bernhard Borgstrøm" 1
818 "Bo Lennart Christer Thorbjørnsson" 1
819 "Bo Lennart Krantz" 1
820 "Bo Lundqvist" 1
821 "Bo Magnus Jonsson" 1
822 "Bo Wilhelm Kielland" 1
823 "Bodil Alteren" 2
824 "Bodil Gunhildsbu" 2
825 "Bodil Marie Berg" 2
826 "Bodil Palma Hollingsæter" 2
827 "Børge Astrup" 1
828 "Børge Krogsrud" 1
829 "Borger Arildssøn Lenth" 1
830 "Borghild Eldøen" 2
831 "Borgny Eidesvik" 2
832 "Børre Anton Bonnevie Grønningsæter" 1
833 "Børre Loe Nordheim-Larsen" 1
834 "Børre Sofus Arnet" 1
835 "Børre Tharaldsen" 1
836 "Botholf Are Stolt-Nielsen" 1
837 "Bradley King" 2
838 "Brian Chang" 1
839 "Brian Frederick Gregory" 1
840 "Brian Ole Jepsen" 1
841 "Brigitta Monica Caneman" 2
842 "Brit Evelyn Kystad" 2
843 "Brit Gunn Ersland" 2
844 "Brit Hagelund" 2
845 "Brit Kristin Sæbø Rugland" 2
846 "Brit Østby Fredriksen" 2
847 "Brita Eilertsen" 2
848 "Brita Holstad" 2
849 "Britt Helina Visedo" 2
850 "Britt Hjellegjerde" 2
851 "Britt Iren Melgård Haugen" 2
852 "Britt Kathrine Drivenes" 2
853 "Britt Kollstrøm" 2
854 "Britt Mari Andersson" 2
855 "Britt Mjellem" 2
856 "Britt Randi Tjønneland" 2
857 "Britt Sæle" 2
858 "Britt Stene" 2
859 "Bror Magnus Heegaard" 1
860 "Bror Ragnvald Risan" 1
861 "Bruce Thurman Faulk" 1
862 "Brynjar Einvik" 1
863 "Brynjar Kristian Forbergskog" 1
864 "Brynjar Kroknes" 1
865 "Brynjulf Freberg" 1
866 "Burckhard Bergmann" 1
867 "Byron Allen Dunn" 1
868 "Cameron Garry Belsher" 1
869 "Camilla Berg" 2
870 "Camilla Elisabeth Magnus" 2
871 "Camilla Fiskevoll" 2
872 "Camilla Holler Skovdahl" 2
873 "Camilla Hudtloff" 2
874 "Camilla Jarlsby" 2
875 "Camilla Marianne Grieg" 2
876 "Camilla Romero" 2
877 "Camilla Røsjø" 2
878 "Camilla Tellefsdal Robstad" 2
879 "Carina Grorud Ballamy" 2
880 "Carina Reppesgård Ytre-Eide" 2
881 "Carl-Johan Gustav Granvik" 1
882 "Carl Anders Erik Lindh" 1
883 "Carl Anders Løvvik" 1
884 "Carl Anders Udden" 1
885 "Carl Arnold Johansen" 1
886 "Carl Astrup" 1
887 "Carl Bretteville" 1
888 "Carl Christian Gilhuus-Moe" 1
889 "Carl Christian Krefting" 1
890 "Carl Diderik Cappelen" 1
891 "Carl Einar Ianssen" 1
892 "Carl Erik Haavaldsen" 1
893 "Carl Erik Krefting" 1
894 "Carl Erik Mathias Uhlen" 1
895 "Carl Erik Steen" 1
896 "Carl Espen Wollebekk" 1
897 "Carl Fredrik Boheman" 1
898 "Carl Fredrik Carlsson" 1
899 "Carl Fredrik Øisjøfoss Nilsen" 1
900 "Carl Fredrik Stenson Rystedt" 1
901 "Carl Georg Graff-Wang" 1
902 "Carl Gustaf Evert Palmstierna" 1
903 "Carl Heikki Giverholt" 1
904 "Carl Henrik Aaby" 1
905 "Carl Henrik Eriksen" 1
906 "Carl Johan Jakhelln" 1
907 "Carl Jonas Birgersson" 1
908 "Carl Lieungh" 1
909 "Carl Morten Gjeldnes" 1
910 "Carl Norvald Tysnes" 1
911 "Carl Peder Adam Holm" 1
912 "Carol Barbara Armitage" 2
913 "Carol Bell" 2
914 "Carole Callebaut" 2
915 "Caroline Mary Devine" 2
916 "Carsten Andreas Mellbye" 1
917 "Carsten Gottschalk" 1
918 "Casper Henrich Magnus" 1
919 "Catharina Margaretha Maria Weisenborn" 2
920 "Catharina Petronella Johanna Pos" 2
921 "Catherine Birgit Hauge" 2
922 "Catherine Gianelly Myren" 2
923 "Catherine Monique Nicole Marchand Støle" 2
924 "Cathrine Foss Stene" 2
925 "Cathrine Klouman" 2
926 "Cathrine Lønning Halle" 2
927 "Cathrine Riddervold Devold" 2
928 "Cathrine Ringstad" 2
929 "Cathrine Rosalie Flod" 2
930 "Cathrine Ulrichsen" 2
931 "Cato Andreas Holmsen" 1
932 "Cato Moen" 1
933 "Cato Schiøtz" 1
934 "Cato Wæhle" 1
935 "Catrine Birkevold Liem" 2
936 "Cecilie Aarseth Eide" 2
937 "Cecilie Amdahl" 2
938 "Cecilie Arentz" 2
939 "Cecilie Astrup" 2
940 "Cecilie Astrup Fredriksen" 2
941 "Cecilie Blydt Heuch" 2
942 "Cecilie Ditlev-Simonsen" 2
943 "Cecilie Gjedebo Andersland" 2
944 "Cecilie Grue Ruud" 2
945 "Cecilie Haavik" 2
946 "Cecilie Helene Bakke" 2
947 "Cecilie Johnsen" 2
948 "Cecilie Kirsten Wammer Serck-Hanssen" 2
949 "Cecilie Kvalheim" 2
950 "Cecilie Marie Vanem" 2
951 "Cecilie Steenhoff Lind" 2
952 "Cecilie Willgohs Melbye" 2
953 "Celina Midelfart" 2
954 "Charles Cavendish Mccathienevile" 1
955 "Charles Dupont" 1
956 "Charles Giles Clarke" 1
957 "Charles William Pedersen" 1
958 "Charlotte Bjørn Gamst" 2
959 "Charlotte Cecilie Solberg Håkonsen" 2
960 "Charlotte Dyrkorn" 2
961 "Charlotte Fische" 2
962 "Charlotte Fredrikke Hartvigsen Lem" 2
963 "Charlotte Jansdotter Brogren" 2
964 "Charlotte Sofie Bergsagel Berg-Svendsen" 2
965 "Chee Yen Low" 2
966 "Cher Yew Ng" 2
967 "Christel Arpalice Piron" 2
968 "Christen Knudsen" 1
969 "Christen Sveaas" 1
970 "Christen Tischbein" 1
971 "Christer Jan Olov Ignell" 1
972 "Christian Albech" 1
973 "Christian Alexander Landaas" 1
974 "Christian Andreas Bredal Beck" 1
975 "Christian Atle Lundstrøm Selmer" 1
976 "Christian Bartlett Teig" 1
977 "Christian Berg" 1
978 "Christian Bjelland" 1
979 "Christian Borch Sandsdalen" 1
980 "Christian Bruusgaard" 1
981 "Christian Bull" 1
982 "Christian Bull Eriksson" 1
983 "Christian Clausen" 1
984 "Christian Due" 1
985 "Christian Flod Stangeland" 1
986 "Christian Frederik Ness" 1
987 "Christian Fredrik Falkenberg Kjøde" 1
988 "Christian Fredrik Løken" 1
989 "Christian Fredrik Thyholdt" 1
990 "Christian Henrik Thommessen" 1
991 "Christian Herchenrøder Johansen" 1
992 "Christian Horn" 1
993 "Christian Hysing-Dahl" 1
994 "Christian Jebsen" 1
995 "Christian Joseph Jean Marcel Tordo" 1
996 "Christian Loe Muri" 1
997 "Christian Lorck" 1
998 "Christian Lund" 1
999 "Christian Martin Falster" 1
1000 "Christian Maureira" 1
1001 "Christian Nicolay Brinch" 1
1002 "Christian Otto Sinding" 1
1003 "Christian Picot" 1
1004 "Christian Ringnes" 1
1005 "Christian Roger Picot" 1
1006 "Christian Rytter" 1
1007 "Christian Stabell Eriksen" 1
1008 "Christian Syverstad" 1
1009 "Christian Thomas Fekete" 1
1010 "Christian Torp Saure" 1
1011 "Christian Tunge" 1
1012 "Christian Wessel" 1
1013 "Christian Wilhelm Rynning-Tønnesen" 1
1014 "Christin Sanders" 2
1015 "Christin Steen-Nilsen" 2
1016 "Christina Gunilla König" 2
1017 "Christina Karlsson" 2
1018 "Christina Margaretha Norrbring" 2
1019 "Christina Stray" 2
1020 "Christina Susanna Marianne Jonsson" 2
1021 "Christine Bosse" 2
1022 "Christine Cross" 2
1023 "Christine Rødsæther" 2
1024 "Christine Weierholt Middelthon" 2
1025 "Christoffer Inge Hovda" 1
1026 "Christoph Vancauwenbergh" 1
1027 "Christopher Alan Wright" 1
1028 "Christopher Maxwell Buraas" 1
1029 "Christopher Michel Iversen" 1
1030 "Chrysoula Kandylidi" 2
1031 "Claes Erik Axel Østberg" 1
1032 "Claes Henrik Unger" 1
1033 "Claes Martin Falkevall" 1
1034 "Clara Emily Nelson Skålhegg" 2
1035 "Clare Anne White" 2
1036 "Clare Mary Joan Spottiswoode" 2
1037 "Claus Clausen" 1
1038 "Claus Kampmann" 1
1039 "Clifford Paul Triniman" 1
1040 "Clive Marcus Packman" 1
1041 "Colette Lewiner" 2
1042 "Colin John Tenwick" 1
1043 "Connie Astrup-Larsen" 2
1044 "Corey Ross Maple" 1
1045 "Cornelia Ann O Neill Kormeseth" 2
1046 "Curt Willy Germundsson" 1
1047 "Dag-Erik Rasmussen" 1
1048 "Dag Andersen" 1
1049 "Dag Andresen" 1
1050 "Dag Aslaksrud" 1
1051 "Dag Birger Sørsdahl" 1
1052 "Dag Cederstrøm" 1
1053 "Dag Elgar Sønsterud" 1
1054 "Dag Fasmer Wittusen" 1
1055 "Dag Foss Lilleaas" 1
1056 "Dag Fredrik Jebsen Arnesen" 1
1057 "Dag Halvar Sehlin" 1
1058 "Dag Herland Honningsvåg" 1
1059 "Dag Ivar Thobroe" 1
1060 "Dag Jakob Opedal" 1
1061 "Dag Johnny Seljeset" 1
1062 "Dag Ketil Bolstad" 1
1063 "Dag Korsled Engelsvoll" 1
1064 "Dag Mejdell" 1
1065 "Dag Nikolai Ryste" 1
1066 "Dag Oddvar Larsen" 1
1067 "Dag Øivind Dvergsten" 1
1068 "Dag Pedersen" 1
1069 "Dag Rune Gjengedal" 1
1070 "Dag Tangevald-Jensen" 1
1071 "Dag Zakariassen" 1
1072 "Dagfinn Gjøstein" 1
1073 "Dagfinn Lyngvær" 1
1074 "Dagfinn Rommetvedt Parnas" 1
1075 "Dagfinn Teigland" 1
1076 "Dagne Hordvei" 2
1077 "Dan-Anders Edvard Hagberg" 1
1078 "Dan-Viggo Bergtun" 1
1079 "Dan Ola Berglund" 1
1080 "Daniel Andreas Skjeldam" 1
1081 "Daniel Joseph Piette" 1
1082 "Daniel Paul Henry Laroque" 1
1083 "Daniel Seth Farkas" 1
1084 "David Andre Armann Syversen" 1
1085 "David Anla Llewelyn Bandele" 1
1086 "David Antony Peter Williamson" 1
1087 "David Arthur Feinburg" 1
1088 "David Benjamin Krieger" 1
1089 "David Colin Sinclair Veitch" 1
1090 "David Edward Smith" 1
1091 "David Eric Evans" 1
1092 "David Fell" 1
1093 "David Gustaf Mindus" 1
1094 "David Lawrence Shuler" 1
1095 "David Lee" 1
1096 "David Mathew Leuschen" 1
1097 "David Olsen" 1
1098 "David Parker" 1
1099 "David Patrick Russell" 1
1100 "David Pelosof" 1
1101 "David Stanly Ottesen" 1
1102 "David Tai Wai Fung" 1
1103 "David Winslaw Worthington" 1
1104 "Davide De Picciotto" 2
1105 "Davor Peter Sutija" 1
1106 "de Mora Hanne Jimenez" 2
1107 "Dean Zuzic" 1
1108 "Deborah Ann Sandven" 1
1109 "Deborah Anne Mckee" 2
1110 "Dennis George Hackl" 1
1111 "Dia Stompanato Weil" 2
1112 "Diana Lorentzen" 2
1113 "Diana Stokes Moore" 2
1114 "Diderik Børsting Schnitler" 1
1115 "Didrik Johannes Vigsnæs" 1
1116 "Didrik Oskar Munch" 1
1117 "Dimitrios Loumpounis" 1
1118 "Dionne Rochelle Chouest" 2
1119 "Dirk Blaauw" 1
1120 "Ditlev Gustav Wedell-Wedellsborg" 1
1121 "Dorthe Lie" 2
1122 "Duncan Ivar Bates" 1
1123 "Ebba Cecilia Margareta Åsly Fåhraeus" 2
1124 "Edel Palma Storelvmo" 2
1125 "Edgar Inge Damås" 1
1126 "Edgar Pascal Louis Robert Frank" 1
1127 "Edith Refvik" 2
1128 "Edmun Agnar Skjelsvik" 1
1129 "Edvard Harald Bakkejord" 1
1130 "Edvart Treldal Høyåsen" 1
1131 "Edvin André Grothaug Haugen" 1
1132 "Edward Karol Sikora" 1
1133 "Edward S Weil Jr" 1
1134 "Edward Welbourne" 1
1135 "Edwin Andries Myrvold-Sijtsma" 1
1136 "Eelke Sjouke Titus Strikwerda" 1
1137 "Eggert Agust Sverrisson" 1
1138 "Egil Arne Fjeld" 1
1139 "Egil Blakstad" 1
1140 "Egil Bodd" 1
1141 "Egil Flakk" 1
1142 "Egil Hestnes" 1
1143 "Egil Holgersen" 1
1144 "Egil Indgjerd" 1
1145 "Egil Ingvar Bergsager" 1
1146 "Egil Jacobsen" 1
1147 "Egil Kristian Sundbye" 1
1148 "Egil Kvam Randeberg" 1
1149 "Egil Kvannli" 1
1150 "Egil Laksholm" 1
1151 "Egil Lorang Tandberg Bråthen" 1
1152 "Egil Martin Ullebø" 1
1153 "Egil Myklebust" 1
1154 "Egil Rogne" 1
1155 "Egil Steinberg" 1
1156 "Egil Stokka" 1
1157 "Egil Sverre Skibenes" 1
1158 "Egon Mogens Moen" 1
1159 "Eigel Ingvar Thom" 1
1160 "Eigil Koch" 1
1161 "Eilert Giertsen Hanoa" 1
1162 "Eilif Kiland" 1
1163 "Eiliv Gjesdal" 1
1164 "Eiliv Indrekvam" 1
1165 "Eiliv Lokna Staalesen" 1
1166 "Einar Arne Engedahl" 1
1167 "Einar Arne Iversen" 1
1168 "Einar Askvig" 1
1169 "Einar Christopher Nagell-Erichsen" 1
1170 "Einar Erga" 1
1171 "Einar Førde" 1
1172 "Einar Fredrik Åke Tinius Nagell-Erichsen" 1
1173 "Einar Hannisdal" 1
1174 "Einar Haugstad" 1
1175 "Einar Henry Vestnes" 1
1176 "Einar Ianssen" 1
1177 "Einar Idar Bjørgen" 1
1178 "Einar Inge Ellingsen" 1
1179 "Einar Jørgen Greve" 1
1180 "Einar Kloster" 1
1181 "Einar Maartmann" 1
1182 "Einar Magnus Hauge" 1
1183 "Einar Magnus Jensen" 1
1184 "Einar Mårstad" 1
1185 "Einar Nielsen" 1
1186 "Einar Olof Lyche" 1
1187 "Einar Otto Vangsnes" 1
1188 "Einar Pedersen" 1
1189 "Einar Rønnestad" 1
1190 "Einar Salbu" 1
1191 "Einar Sindre Weme" 1
1192 "Einar Støfringshaug" 1
1193 "Einar Støldal" 1
1194 "Einar Torbjørnsson Eggen" 1
1195 "Einar Wahlstrøm" 1
1196 "Eiolf Jarle Stein" 1
1197 "Eira Monstad" 2
1198 "Eirik Andreas Pedersen" 1
1199 "Eirik Andreas Wekre" 1
1200 "Eirik Austlid" 1
1201 "Eirik Bornø" 1
1202 "Eirik Folstad Wahl" 1
1203 "Eirik Høiby Ausland" 1
1204 "Eirik Josefsen" 1
1205 "Eirik Øijordsbakken" 1
1206 "Eirik Robert Langum" 1
1207 "Eirik Steen Nøding" 1
1208 "Eirik Stenberg" 1
1209 "Eirik Ubøe" 1
1210 "Eirik Wahl" 1
1211 "Eirik Waldeland Henningsen" 1
1212 "Eirill Pettersen Buvik" 2
1213 "Eivald Mikal Qvernheim Røren" 1
1214 "Eivind Asbjørn Holvik" 1
1215 "Eivind Bøe" 1
1216 "Eivind Eidesvik" 1
1217 "Eivind Grimsø Moe" 1
1218 "Eivind Haddeland" 1
1219 "Eivind Hadler-Olsen" 1
1220 "Eivind Johan Steinholt" 1
1221 "Eivind Kinck" 1
1222 "Eivind Kristofer Reiten" 1
1223 "Eivind Lyngar" 1
1224 "Eivind Thomas Haaland" 1
1225 "Eivind Wingsternæs" 1
1226 "Ekaterina Zhdan" 2
1227 "Eldar Andreas Eilertsen" 1
1228 "Eldar Johnsen" 1
1229 "Eldar Mathisen" 1
1230 "Eldar Myhre" 1
1231 "Eldbjørg Løwer" 2
1232 "Eldbjørg Sture" 2
1233 "Eldri Prestegård" 2
1234 "Elen Bente Loe" 2
1235 "Elen Roaldset" 2
1236 "Eli Arnstad" 2
1237 "Eli Folkestadås" 2
1238 "Eli Johanne Riset" 2
1239 "Eli Jorunn Jakobsen" 2
1240 "Eli Marie Giske" 2
1241 "Eli Sætersmoen" 2
1242 "Eli Skyberg" 2
1243 "Eli Ystad" 2
1244 "Elin Bue" 2
1245 "Elin Ertsås" 2
1246 "Elin Karfjell" 2
1247 "Elin Mathisen" 2
1248 "Elin Rostveit" 2
1249 "Elin Sjødin Drange" 2
1250 "Elin Steinsland Vasstrand" 2
1251 "Elisabeth Aarvaag" 2
1252 "Elisabeth Agnete Weme Bjerkestrand" 2
1253 "Elisabeth Bang Jakhelln" 2
1254 "Elisabeth Bjøre" 2
1255 "Elisabeth Endrestad" 2
1256 "Elisabeth Grieg" 2
1257 "Elisabeth Gunilla Andreasson Andreassen" 2
1258 "Elisabeth Harstad" 2
1259 "Elisabeth Hegle" 2
1260 "Elisabeth Johansen" 2
1261 "Elisabeth Krokeide" 2
1262 "Elisabeth Line Saupstad" 2
1263 "Elisabeth Magnus" 2
1264 "Elisabeth Mannsverk" 2
1265 "Elisabeth Oddrun Bergesen Soltveit" 2
1266 "Elisabeth Runa Hurlen" 2
1267 "Elisabeth Wille" 2
1268 "Elise Brøchner Larsen" 2
1269 "Elise Henriette Novik" 2
1270 "Elizabeth Schilling" 2
1271 "Elizabeth Schilling Nielsen" 2
1272 "Elke Elfriede Holinski-Feder" 2
1273 "Ella Skjørestad" 2
1274 "Ellen Cathrine Rasmussen" 2
1275 "Ellen Christine Christiansen" 2
1276 "Ellen Christine Orvin Raaholt" 2
1277 "Ellen Lande" 2
1278 "Ellen Merete Hanetho" 2
1279 "Ellen Merete Kruse Brække" 2
1280 "Ellen Olsen" 2
1281 "Ellen Paasche Birkeland" 2
1282 "Ellen Randi Opsal" 2
1283 "Ellen Sandra Bratland" 2
1284 "Ellen Solstad" 2
1285 "Ellen Stensrud" 2
1286 "Ellen Susanne Math Henrichsen" 2
1287 "Ellen Vigdis Baadstø" 2
1288 "Elna Berner" 2
1289 "Elsa Mäyrä Irgens" 2
1290 "Else Bugge Fougner" 2
1291 "Else Feiring Olsen" 2
1292 "Else Johanne Hellum" 2
1293 "Else Kirsti Vika Furu" 2
1294 "Else Kristine Krüger Hagen" 2
1295 "Else Margrete Wessel" 2
1296 "Else Naustdal" 2
1297 "Elsebeth Budolfsen" 2
1298 "Emil Aubert" 1
1299 "Emma Nunez" 2
1300 "Endre Kolbjørnsen" 1
1301 "Endre Ording Sund" 1
1302 "Endre Røsjø" 1
1303 "Endre Sekse" 1
1304 "Endre Storløkken" 1
1305 "Endre Tarald Glastad" 1
1306 "Endre Witzø" 1
1307 "Eric Cameron" 1
1308 "Eric Harry Evenson" 1
1309 "Eric Jerker Gøsta Pohl" 1
1310 "Eric Sandtrø" 1
1311 "Erik Amble" 1
1312 "Erik Amlie" 1
1313 "Erik Anders Jesper Eliasson" 1
1314 "Erik Anders Lønneborg" 1
1315 "Erik Arne Liljedahl" 1
1316 "Erik Arvid Franck" 1
1317 "Erik Bakkejord" 1
1318 "Erik Bartnes" 1
1319 "Erik Berg" 1
1320 "Erik Berntzen" 1
1321 "Erik Bjørn-Hansen" 1
1322 "Erik Bøckmann" 1
1323 "Erik Borgen" 1
1324 "Erik Bringedal" 1
1325 "Erik Christian Must" 1
1326 "Erik Edvard Tønnesen" 1
1327 "Erik Eik" 1
1328 "Erik Engebretsen" 1
1329 "Erik Espeset" 1
1330 "Erik Fjeldberg" 1
1331 "Erik Forgaard" 1
1332 "Erik Frithjof Haagensen" 1
1333 "Erik Frogner" 1
1334 "Erik Gjellestad" 1
1335 "Erik Gjeruldsen" 1
1336 "Erik Glende Johnsen" 1
1337 "Erik Gunnar Braathen" 1
1338 "Erik Hagen" 1
1339 "Erik Haug Hansen" 1
1340 "Erik Haugane" 1
1341 "Erik Henriksen" 1
1342 "Erik Hilding Thedeen" 1
1343 "Erik Hillesund" 1
1344 "Erik Hokholt" 1
1345 "Erik Hornnæss" 1
1346 "Erik Jebsen" 1
1347 "Erik Jensen" 1
1348 "Erik Johan Frydenbø" 1
1349 "Erik Johan Samuelsen" 1
1350 "Erik Klausen" 1
1351 "Erik Kristian Seterlund" 1
1352 "Erik Langaker" 1
1353 "Erik Marthon Olsen" 1
1354 "Erik Martin Sune Gunnarsson" 1
1355 "Erik Mauritzen" 1
1356 "Erik Mogens Mathiesen" 1
1357 "Erik Must" 1
1358 "Erik Myking" 1
1359 "Erik Nes" 1
1360 "Erik Nicolaj Rønnov" 1
1361 "Erik Niklas Johansson" 1
1362 "Erik Ola Moe" 1
1363 "Erik Olger Jacobsen" 1
1364 "Erik Øren" 1
1365 "Erik Osmundsen" 1
1366 "Erik Ramm" 1
1367 "Erik Ranberg" 1
1368 "Erik Reime Reinertsen" 1
1369 "Erik Reinhold Geijer" 1
1370 "Erik Richard Thrane" 1
1371 "Erik Rønning" 1
1372 "Erik Ronny Pinnås" 1
1373 "Erik Samuelsen" 1
1374 "Erik Simonsen" 1
1375 "Erik Skogen" 1
1376 "Erik Solheim" 1
1377 "Erik Solvang" 1
1378 "Erik Sture Larre" 1
1379 "Erik Sverker Reinhold Teodor Hallberg" 1
1380 "Erik Thorsen" 1
1381 "Erik Wahlstrøm" 1
1382 "Erik William Kirksæther" 1
1383 "Erkki Jukka Tapani Mäkinen" 1
1384 "Erland Peter Bassøe" 1
1385 "Erlend Aagesen" 1
1386 "Erlend Bonesvoll" 1
1387 "Erlend Hanssen" 1
1388 "Erlend Hjelle" 1
1389 "Erlend Trygve Grimstad" 1
1390 "Erling Christiansen" 1
1391 "Erling Hjertnes" 1
1392 "Erling Lind" 1
1393 "Erling Magnar Boland" 1
1394 "Erling Magnar Brandsnes" 1
1395 "Erling Magnus Hærem Sundrehagen" 1
1396 "Erling Olav Opdahl" 1
1397 "Erling Øverland" 1
1398 "Erling Pettersen" 1
1399 "Erling Ueland" 1
1400 "Erling Vegar Andreassen" 1
1401 "Erna Margrethe Holmboe Askeland" 2
1402 "Ernst Aasen" 1
1403 "Ernst Mudde" 1
1404 "Ernst Niklas Wilhelm Flyborg" 1
1405 "Ernst Ravnaas" 1
1406 "Ernst Rolf Von During" 1
1407 "Esben Hanssen" 1
1408 "Eskil Vogt" 1
1409 "Eskild Wold" 1
1410 "Eskill Johan Ahlgren" 1
1411 "Espen Andreas Pay" 1
1412 "Espen Asle Vad Fjeldberg" 1
1413 "Espen Brodin" 1
1414 "Espen Edwin Wiik" 1
1415 "Espen Fjogstad" 1
1416 "Espen Glende" 1
1417 "Espen Holthe" 1
1418 "Espen Jarle Vestre" 1
1419 "Espen Johan Dege" 1
1420 "Espen Klevmark" 1
1421 "Espen Kværnstuen" 1
1422 "Espen Lundaas" 1
1423 "Espen Seidel" 1
1424 "Espen Tallaksen" 1
1425 "Espen Ulvin" 1
1426 "Esther Meier Strømme" 2
1427 "Eva Andersen Røraas" 2
1428 "Eva Anna-Lee Bergtun" 2
1429 "Eva Anne Marie Bergquist" 2
1430 "Eva Annika Christiansson" 2
1431 "Eva Birgitta Persson" 2
1432 "Eva Christina Eriksson" 2
1433 "Eva Elisabet Kempe Forsberg" 2
1434 "Eva Helene Skøelv" 2
1435 "Eva Helene Sydskjør" 2
1436 "Eva Katarina Teresia Johansson" 2
1437 "Eva Konttorp" 2
1438 "Eva Kristine Schei" 2
1439 "Eva Lilly Granly Fredriksen" 2
1440 "Eva Løkeland Lerøy" 2
1441 "Eva Margareta Wetterstrand Wickbers" 2
1442 "Eva Margrete Henderson Kristensen" 2
1443 "Eva Margrete Holt Kristensen" 2
1444 "Eva Maria Jäderberg" 2
1445 "Eva Maria Klein Stene" 2
1446 "Eva Maud Lindqvist" 2
1447 "Eva Merete Søfelde Berneke" 2
1448 "Eva Nygård" 2
1449 "Eva Rød" 2
1450 "Eva Steiness" 2
1451 "Eva Ueland" 2
1452 "Eva Von Hirsch" 2
1453 "Evald Holstad" 1
1454 "Evall Richard Moe" 1
1455 "Even Gjesdal" 1
1456 "Even Mengshoel" 1
1457 "Even Nilsen" 1
1458 "Evy Marita Røymo" 2
1459 "Ewa Popiolek" 2
1460 "Eystein Aspesletten" 1
1461 "Eystein Eriksrud" 1
1462 "Eyvin Magne Olsen" 1
1463 "Eyvind Aven" 1
1464 "Fabian Tobias Falch" 1
1465 "Fabian Tobias Falch-Larsen" 1
1466 "Fabian Tobias Roan" 1
1467 "Farouk Abdul Aziz Al-Kasim" 1
1468 "Felix Henry Tschudi" 1
1469 "Finn-Espen Arnesen" 1
1470 "Finn Arild Hvistendahl" 1
1471 "Finn Arthur Midtgård" 1
1472 "Finn Aurdal" 1
1473 "Finn Berg Jacobsen" 1
1474 "Finn Bjørn Ruyter" 1
1475 "Finn Bjørnstad" 1
1476 "Finn Eide" 1
1477 "Finn Einar Krogh" 1
1478 "Finn Einar Steen" 1
1479 "Finn Haadem" 1
1480 "Finn Harald Monge Stokland" 1
1481 "Finn Haugan" 1
1482 "Finn Helge Lunde" 1
1483 "Finn Johnsen" 1
1484 "Finn Johnsson" 1
1485 "Finn Jørgen Roll" 1
1486 "Finn Kristensen" 1
1487 "Finn Lervik" 1
1488 "Finn Marum Jebsen" 1
1489 "Finn Myhre" 1
1490 "Finn Nygaard" 1
1491 "Finn Nygård" 1
1492 "Finn Øistein Nordam" 1
1493 "Finn Olav Berglie" 1
1494 "Finn Pedersen" 1
1495 "Finn Victor Willumsen" 1
1496 "Fiona Forbes Walker" 2
1497 "Flemming Bo Hegerstrøm" 1
1498 "Flemming Devor" 1
1499 "Flemming Ørnskov" 1
1500 "Francis Robert Gugen" 1
1501 "Frank Alexander Schmid-Lössberg" 1
1502 "Frank Andersen" 1
1503 "Frank Arthur Bakke" 1
1504 "Frank Aune" 1
1505 "Frank Bjørnar Ebbesen" 1
1506 "Frank Blaker" 1
1507 "Frank Edvard Sve" 1
1508 "Frank Erikstad Bjordal" 1
1509 "Frank Homo" 1
1510 "Frank Inge Hanssen" 1
1511 "Frank Johan Johansen" 1
1512 "Frank Oddane" 1
1513 "Frank Olav Larsen" 1
1514 "Frank Øren" 1
1515 "Frank Ove Reite" 1
1516 "Frank Robert Kjelsli" 1
1517 "Frank Stuvland" 1
1518 "Frank Willy Johansen" 1
1519 "Frans Uyttendaele" 1
1520 "Franz Peter Göran Lindelöv" 1
1521 "Fred Anton Ingebrigtsen" 1
1522 "Fred Holbæk Lundberg" 1
1523 "Freddy Sollibråten" 1
1524 "Frede Klinkby Uldbæk" 1
1525 "Frederick Matthew Thomas Ponsonby" 1
1526 "Frederik Magnus Steenbuch" 1
1527 "Fredrik Alexander Woxen" 1
1528 "Fredrik Brodtkorb" 1
1529 "Fredrik Christopher Lykke" 1
1530 "Fredrik Conradi Schreuder" 1
1531 "Fredrik Halvorsen" 1
1532 "Fredrik Jansen Sommernes" 1
1533 "Fredrik Larsson" 1
1534 "Fredrik Rolf Mowill" 1
