betweenness birank harmonic.cent birank.scaled betweenness.scaled harmonic.cent.scaled
0 0.000921492968695303 3 -0.526377409309815 -0.318681273781268 -1.08724106451758
0 0.000921492968695303 3 -0.526377409309815 -0.318681273781268 -1.08724106451758
0 0.000921492968695303 3 -0.526377409309815 -0.318681273781268 -1.08724106451758
0 0.000921492968695303 3 -0.526377409309815 -0.318681273781268 -1.08724106451758
0 0.000921492968695303 3 -0.526377409309815 -0.318681273781268 -1.08724106451758
0 0.00108444497483389 2 -0.185154708292315 -0.318681273781268 -1.10755029500291
0 0.00108444497483389 2 -0.185154708292315 -0.318681273781268 -1.10755029500291
0 0.00108444497483389 2 -0.185154708292315 -0.318681273781268 -1.10755029500291
4.16666666666667 0.00132565713376584 6.75 0.319945329070964 -0.318264309292882 -1.0110814501976
90.5 0.00177564180305321 9.83333333333333 1.26221654075592 -0.30962480509352 -0.948461322867834
42 0.00137900166952435 7 0.431649179838917 -0.314478271738335 -1.00600414257627
3.33333333333333 0.00127835003999296 6.95 0.22088392628749 -0.318347702190559 -1.00701960410053
0 0.000908436360768941 6.03333333333333 -0.55371804247128 -0.318681273781268 -1.02563639871208
0 0.000908436360768941 6.03333333333333 -0.55371804247128 -0.318681273781268 -1.02563639871208
0 0.000908436360768941 6.03333333333333 -0.55371804247128 -0.318681273781268 -1.02563639871208
0 0.0010336387281567 4.76666666666667 -0.291543363029157 -0.318681273781268 -1.0513614239935
0 0.0010336387281567 4.76666666666667 -0.291543363029157 -0.318681273781268 -1.0513614239935
1.33333333333333 0.00120416963209449 97.8916302007245 0.0655496057994827 -0.318547845144985 0.839934924357537
0 0.00085407648472016 97.2249635340579 -0.667548023285176 -0.318681273781268 0.826395437367319
7120.33333333333 0.00141389847370657 123.321626309705 0.504723344816109 0.393861001132173 1.35639857657584
1.33333333333333 0.00120416963209449 97.8916302007245 0.0655496057994827 -0.318547845144985 0.839934924357537
0 0.00085407648472016 97.2249635340579 -0.667548023285176 -0.318681273781268 0.826395437367319
0 0.00085407648472016 97.2249635340579 -0.667548023285176 -0.318681273781268 0.826395437367319
0 0.000803470952138601 113.25606131914 -0.773516381227468 -0.318681273781268 1.1519746972174
0 0.000803470952138601 113.25606131914 -0.773516381227468 -0.318681273781268 1.1519746972174
0 0.000803470952138601 113.25606131914 -0.773516381227468 -0.318681273781268 1.1519746972174
19391.9040492406 0.00108472453055508 136.117227625315 -0.184569316553185 1.62189521039303 1.61626739289294
5258.45804878525 0.00111425594112755 117.548246911326 -0.12273032531164 0.207540391021644 1.23914568369491
22383.9444684561 0.00111276259888229 129.24242685419 -0.125857394971874 1.92131311502401 1.47664547949144
5258.45804878525 0.00111425594112755 117.548246911326 -0.12273032531164 0.207540391021644 1.23914568369491
0 0.000870884767966422 93.6855877595586 -0.632351354372252 -0.318681273781268 0.754513438988821
7735.1425690522 0.00116192470744506 105.662790739532 -0.0229115775559349 0.455385869554567 0.997761214878662
0 0.000870884767966422 93.6855877595586 -0.632351354372252 -0.318681273781268 0.754513438988821
0 0.000870884767966422 93.6855877595586 -0.632351354372252 -0.318681273781268 0.754513438988821
7602.68673427813 0.00116385891266309 110.511031735721 -0.0188613375837085 0.442130818503285 1.0962252587187
0 0.000831099470718001 97.9116145464441 -0.715662059834476 -0.318681273781268 0.840340791040854
0 0.000831099470718001 97.9116145464441 -0.715662059834476 -0.318681273781268 0.840340791040854
0 0.000831099470718001 97.9116145464441 -0.715662059834476 -0.318681273781268 0.840340791040854
0 0.000886113427783965 4.33333333333333 -0.600462428553202 -0.318681273781268 -1.06016209053714
0 0.000886113427783965 4.33333333333333 -0.600462428553202 -0.318681273781268 -1.06016209053714
0 0.000886113427783965 4.33333333333333 -0.600462428553202 -0.318681273781268 -1.06016209053714
0 0.000886113427783965 4.33333333333333 -0.600462428553202 -0.318681273781268 -1.06016209053714
0 0.000886113427783965 4.33333333333333 -0.600462428553202 -0.318681273781268 -1.06016209053714
18 0.00129680812658595 5.5 0.259535295559491 -0.31687998719144 -1.03646798830426
9135 0.00106979401565476 124.940821961834 -0.215833924719698 0.595471670556678 1.38928319427577
0 0.000773876454051511 98.6569847120543 -0.835487478189268 -0.318681273781268 0.855478685531119
0 0.000773876454051511 98.6569847120543 -0.835487478189268 -0.318681273781268 0.855478685531119
0 0.000773876454051511 98.6569847120543 -0.835487478189268 -0.318681273781268 0.855478685531119
0 0.000773876454051511 98.6569847120543 -0.835487478189268 -0.318681273781268 0.855478685531119
0 0.000773876454051511 98.6569847120543 -0.835487478189268 -0.318681273781268 0.855478685531119
0 0.000773876454051511 98.6569847120543 -0.835487478189268 -0.318681273781268 0.855478685531119
0 0.000773876454051511 98.6569847120543 -0.835487478189268 -0.318681273781268 0.855478685531119
0 0.000773876454051511 98.6569847120543 -0.835487478189268 -0.318681273781268 0.855478685531119
2799.1883116883 0.00138464032604862 114.238136596804 0.443456568130195 -0.0385623644341173 1.17191989038542
12920.7003378955 0.00113194509064354 120.222890731558 -0.0856891159422198 0.974312295654472 1.29346564150615
28604.2872819987 0.00139670119730819 120.379441125608 0.46871212137767 2.54379200914457 1.29664505954149
30928.6639013666 0.00158461203412792 123.089277122944 0.862198797666602 2.77639581104336 1.35167974338883
16970.2217797476 0.00137623190783749 119.983839096918 0.425849278466968 1.37955388834508 1.28861068676036
0 0.000807081425039649 111.404803263471 -0.76595602438106 -0.318681273781268 1.11437707067699
37551.255507066 0.00154973204561465 125.720776750767 0.789159844824044 3.43912833600208 1.40512347585234
0 0.00108444497483389 2 -0.185154708292315 -0.318681273781268 -1.10755029500291
0 0.00108444497483389 2 -0.185154708292315 -0.318681273781268 -1.10755029500291
0 0.00108444497483389 2 -0.185154708292315 -0.318681273781268 -1.10755029500291
0 0.000857406636871743 96.2987000772371 -0.660574660152746 -0.318681273781268 0.807583739332607
0 0.000857406636871743 96.2987000772371 -0.660574660152746 -0.318681273781268 0.807583739332607
0 0.000857406636871743 96.2987000772371 -0.660574660152746 -0.318681273781268 0.807583739332607
0 0.00108444497483389 2 -0.185154708292315 -0.318681273781268 -1.10755029500291
0 0.00108444497483389 2 -0.185154708292315 -0.318681273781268 -1.10755029500291
0 0.00108444497483389 2 -0.185154708292315 -0.318681273781268 -1.10755029500291
0 0.000932465733479616 92.7260623492437 -0.503400359035586 -0.318681273781268 0.735026216274207
19960.5316532727 0.00191356097964954 116.810014044262 1.55102031234181 1.67879861471244 1.22415274224586
15736.3857142857 0.00144464664814762 106.180780919286 0.569110248560078 1.25608209063602 1.00828119682844
0 0.000888327416331041 103.220601378549 -0.595826320229305 -0.318681273781268 0.948162228257657
0 0.000888327416331041 103.220601378549 -0.595826320229305 -0.318681273781268 0.948162228257657
28210.2654924656 0.00117642341218849 117.702563860511 0.00744881696168605 2.50436166661201 1.2422797421837
0 0.000854772322612291 101.398504862011 -0.666090933614115 -0.318681273781268 0.911156850136761
9285.54647026176 0.00114061644783038 116.116955980035 -0.0675312301272589 0.610537078224928 1.21007726627976
30871.6228618605 0.00139163125378219 116.459699695728 0.458095622293399 2.77068762995824 1.21703812739916
0 0.000850909139474637 106.178011161525 -0.674180467557223 -0.318681273781268 1.00822494517967
45961.8824968735 0.00139710475681963 129.363860567535 0.469557177966899 4.28079220315706 1.47911170476446
6626.53789960041 0.00114140133428693 112.438125801786 -0.0658876721064458 0.344446162637637 1.13536305627331
0 0.000850909139474637 106.178011161525 -0.674180467557223 -0.318681273781268 1.00822494517967
60977.7560142828 0.00153891014098864 141.910884845289 0.766498696832391 5.78345284768315 1.73393211272638
26802.6890556037 0.00111375784972627 133.516252211839 -0.123773332374437 2.36350341328546 1.56344358373399
0 0.000804878449380113 122.06382773573 -0.770569071637339 -0.318681273781268 1.33085365543287
